ID,Domain,Subdomain,Indikator,Pertanyaan,Tipe,Reverse Score,Bobot,Skala,Kunci Scoring,Difficulty,Status
RS-0539,Kemandirian,,,Saya menunjukkan perilaku positif terkait kemandirian secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0540,Critical Thinking,,,Saya menunjukkan perilaku positif terkait critical thinking secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0541,Komunikasi,,,"Dalam aspek komunikasi, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0542,Leadership,,,Saya menunjukkan perilaku positif terkait leadership secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0543,Problem Solving,,,Saya menunjukkan perilaku positif terkait problem solving secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0544,Emotional Resilience,,,"Dalam aspek emotional resilience, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0545,Motivasi,,,Saya menunjukkan perilaku positif terkait motivasi secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0546,Disiplin,,,"Dalam aspek disiplin, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0547,Kemandirian,,,Saya menunjukkan perilaku positif terkait kemandirian secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0548,Critical Thinking,,,Saya menunjukkan perilaku positif terkait critical thinking secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0549,Komunikasi,,,"Dalam aspek komunikasi, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0550,Leadership,,,Saya menunjukkan perilaku positif terkait leadership secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0551,Problem Solving,,,Saya menunjukkan perilaku positif terkait problem solving secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0552,Emotional Resilience,,,"Dalam aspek emotional resilience, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0553,Motivasi,,,Saya menunjukkan perilaku positif terkait motivasi secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0554,Disiplin,,,"Dalam aspek disiplin, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0555,Kemandirian,,,Saya menunjukkan perilaku positif terkait kemandirian secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0556,Critical Thinking,,,Saya menunjukkan perilaku positif terkait critical thinking secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0557,Komunikasi,,,"Dalam aspek komunikasi, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0558,Leadership,,,Saya menunjukkan perilaku positif terkait leadership secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0559,Problem Solving,,,Saya menunjukkan perilaku positif terkait problem solving secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0560,Emotional Resilience,,,"Dalam aspek emotional resilience, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0561,Motivasi,,,Saya menunjukkan perilaku positif terkait motivasi secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0562,Disiplin,,,"Dalam aspek disiplin, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0563,Kemandirian,,,Saya menunjukkan perilaku positif terkait kemandirian secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0564,Critical Thinking,,,Saya menunjukkan perilaku positif terkait critical thinking secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0565,Komunikasi,,,"Dalam aspek komunikasi, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0566,Leadership,,,Saya menunjukkan perilaku positif terkait leadership secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0567,Problem Solving,,,Saya menunjukkan perilaku positif terkait problem solving secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0568,Emotional Resilience,,,"Dalam aspek emotional resilience, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0569,Motivasi,,,Saya menunjukkan perilaku positif terkait motivasi secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0570,Disiplin,,,"Dalam aspek disiplin, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0571,Kemandirian,,,Saya menunjukkan perilaku positif terkait kemandirian secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0572,Critical Thinking,,,Saya menunjukkan perilaku positif terkait critical thinking secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0573,Komunikasi,,,"Dalam aspek komunikasi, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0574,Leadership,,,Saya menunjukkan perilaku positif terkait leadership secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0575,Problem Solving,,,Saya menunjukkan perilaku positif terkait problem solving secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0576,Emotional Resilience,,,"Dalam aspek emotional resilience, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0577,Motivasi,,,Saya menunjukkan perilaku positif terkait motivasi secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0578,Disiplin,,,"Dalam aspek disiplin, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0579,Kemandirian,,,Saya menunjukkan perilaku positif terkait kemandirian secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0580,Critical Thinking,,,Saya menunjukkan perilaku positif terkait critical thinking secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0581,Komunikasi,,,"Dalam aspek komunikasi, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0582,Leadership,,,Saya menunjukkan perilaku positif terkait leadership secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0583,Problem Solving,,,Saya menunjukkan perilaku positif terkait problem solving secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0584,Emotional Resilience,,,"Dalam aspek emotional resilience, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0585,Motivasi,,,Saya menunjukkan perilaku positif terkait motivasi secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0586,Disiplin,,,"Dalam aspek disiplin, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0587,Kemandirian,,,Saya menunjukkan perilaku positif terkait kemandirian secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0588,Critical Thinking,,,Saya menunjukkan perilaku positif terkait critical thinking secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0589,Komunikasi,,,"Dalam aspek komunikasi, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0590,Leadership,,,Saya menunjukkan perilaku positif terkait leadership secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0591,Problem Solving,,,Saya menunjukkan perilaku positif terkait problem solving secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0592,Emotional Resilience,,,"Dalam aspek emotional resilience, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0593,Motivasi,,,Saya menunjukkan perilaku positif terkait motivasi secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0594,Disiplin,,,"Dalam aspek disiplin, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0595,Kemandirian,,,Saya menunjukkan perilaku positif terkait kemandirian secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0596,Critical Thinking,,,Saya menunjukkan perilaku positif terkait critical thinking secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0597,Komunikasi,,,"Dalam aspek komunikasi, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0598,Leadership,,,Saya menunjukkan perilaku positif terkait leadership secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0599,Problem Solving,,,Saya menunjukkan perilaku positif terkait problem solving secara konsisten dalam kegiatan belajar maupun organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0600,Emotional Resilience,,,"Dalam aspek emotional resilience, saya sering menunjukkan kebiasaan yang menghambat perkembangan diri.",Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
