ID,Domain,Subdomain,Indikator,Pertanyaan,Tipe,Reverse Score,Bobot,Skala,Kunci Scoring,Difficulty,Status
RS-1348,Critical Thinking,,,Saya mampu menunjukkan kemampuan critical thinking secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1349,Problem Solving,,,Saya mampu menunjukkan kemampuan problem solving secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1350,Komunikasi,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1351,Leadership,,,Saya mampu menunjukkan kemampuan leadership secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1352,Emotional Resilience,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1353,Motivasi,,,Saya mampu menunjukkan kemampuan motivasi secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1354,Disiplin,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1355,Kemandirian,,,Saya mampu menunjukkan kemampuan kemandirian secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1356,Critical Thinking,,,Saya mampu menunjukkan kemampuan critical thinking secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1357,Problem Solving,,,Saya mampu menunjukkan kemampuan problem solving secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1358,Komunikasi,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1359,Leadership,,,Saya mampu menunjukkan kemampuan leadership secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1360,Emotional Resilience,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1361,Motivasi,,,Saya mampu menunjukkan kemampuan motivasi secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1362,Disiplin,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1363,Kemandirian,,,Saya mampu menunjukkan kemampuan kemandirian secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1364,Critical Thinking,,,Saya mampu menunjukkan kemampuan critical thinking secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1365,Problem Solving,,,Saya mampu menunjukkan kemampuan problem solving secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1366,Komunikasi,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1367,Leadership,,,Saya mampu menunjukkan kemampuan leadership secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1368,Emotional Resilience,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1369,Motivasi,,,Saya mampu menunjukkan kemampuan motivasi secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1370,Disiplin,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1371,Kemandirian,,,Saya mampu menunjukkan kemampuan kemandirian secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1372,Critical Thinking,,,Saya mampu menunjukkan kemampuan critical thinking secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1373,Problem Solving,,,Saya mampu menunjukkan kemampuan problem solving secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1374,Komunikasi,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1375,Leadership,,,Saya mampu menunjukkan kemampuan leadership secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1376,Emotional Resilience,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1377,Motivasi,,,Saya mampu menunjukkan kemampuan motivasi secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1378,Disiplin,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1379,Kemandirian,,,Saya mampu menunjukkan kemampuan kemandirian secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1380,Critical Thinking,,,Saya mampu menunjukkan kemampuan critical thinking secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1381,Problem Solving,,,Saya mampu menunjukkan kemampuan problem solving secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1382,Komunikasi,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1383,Leadership,,,Saya mampu menunjukkan kemampuan leadership secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1384,Emotional Resilience,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1385,Motivasi,,,Saya mampu menunjukkan kemampuan motivasi secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1386,Disiplin,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1387,Kemandirian,,,Saya mampu menunjukkan kemampuan kemandirian secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1388,Critical Thinking,,,Saya mampu menunjukkan kemampuan critical thinking secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1389,Problem Solving,,,Saya mampu menunjukkan kemampuan problem solving secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1390,Komunikasi,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1391,Leadership,,,Saya mampu menunjukkan kemampuan leadership secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1392,Emotional Resilience,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1393,Motivasi,,,Saya mampu menunjukkan kemampuan motivasi secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1394,Disiplin,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1395,Kemandirian,,,Saya mampu menunjukkan kemampuan kemandirian secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1396,Critical Thinking,,,Saya mampu menunjukkan kemampuan critical thinking secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1397,Problem Solving,,,Saya mampu menunjukkan kemampuan problem solving secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1398,Komunikasi,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1399,Leadership,,,Saya mampu menunjukkan kemampuan leadership secara konsisten dalam berbagai aktivitas.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1400,Emotional Resilience,,,Saya masih menunjukkan kebiasaan yang menghambat perkembangan pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
