id,domain,subdomain,indicator,text,type,answerType,options,scoringKey,weight,difficulty
DISC-V2-001,DISC,TARGET_D,BEHAVIORAL_SCENARIO_001,"Saat proyek tim mulai terlambat dari jadwal, apa yang paling mungkin kamu lakukan lebih dulu?",SCENARIO,SINGLE_CHOICE_4,Menetapkan langkah yang harus segera dilakukan agar pekerjaan kembali bergerak.||Mengajak tim melihat sisi positif situasi agar energi tetap terjaga.||Mengecek kondisi anggota tim dan membantu menjaga kerja sama tetap tenang.||Menelusuri penyebab keterlambatan dan memastikan detail rencana sebelum bertindak.,"1,2,3,4",1,MEDIUM
DISC-V2-048,DISC,TARGET_D,V13_10_DISC_D_NEW_012,"Saat harus memimpin rapat yang keluar dari agenda, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Mengembalikan rapat ke tujuan utama, memotong pembahasan yang tidak relevan, dan menetapkan keputusan yang diperlukan.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.","4,1,2,3",1,MEDIUM
DISC-V2-049,DISC,TARGET_D,V13_10_DISC_D_NEW_013,"Jika kamu menemukan proses kerja yang memiliki terlalu banyak langkah, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mengidentifikasi langkah yang tidak memberi nilai dan menyederhanakan proses agar pekerjaan bergerak lebih cepat.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.","1,2,3,4",1,MEDIUM
DISC-V2-050,DISC,TARGET_D,V13_10_DISC_D_NEW_014,"Ketika target pribadi bertabrakan dengan kebutuhan mendadak tim, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menentukan prioritas yang paling kritis dan mengambil tindakan untuk memenuhi kebutuhan tim tanpa kehilangan target utama.","2,3,4,1",1,MEDIUM
DISC-V2-051,DISC,TARGET_I,V13_10_DISC_I_NEW_019,"Jika kamu harus menyampaikan presentasi dengan waktu persiapan sangat singkat, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Menentukan pesan utama, menyampaikannya dengan percaya diri, dan membuat audiens tertarik mengikuti presentasi.","3,4,1,2",1,MEDIUM
DISC-V2-052,DISC,TARGET_I,V13_10_DISC_I_NEW_020,"Ketika ide baru muncul saat diskusi, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Mengembangkan ide bersama orang lain, menghubungkan berbagai gagasan, dan menjaga diskusi tetap hidup.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.","4,1,2,3",1,MEDIUM
DISC-V2-053,DISC,TARGET_I,V13_10_DISC_I_NEW_021,"Saat menghadapi pelanggan yang sangat banyak berbicara, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membangun percakapan yang hangat sambil mengarahkan pembicaraan agar pelanggan tetap tertarik dan terlibat.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.","1,2,3,4",1,MEDIUM
DISC-V2-054,DISC,TARGET_I,V13_10_DISC_I_NEW_022,"Jika tim diminta menghasilkan ide untuk kampanye baru, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mengajak anggota bertukar ide secara terbuka dan membuat mereka bersemangat mengembangkan konsep kampanye.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.","2,3,4,1",1,MEDIUM
DISC-V2-055,DISC,TARGET_I,V13_10_DISC_I_NEW_023,"Ketika bertemu orang baru dalam sebuah konferensi, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Memulai percakapan dengan orang baru, menemukan topik yang menarik, dan memperluas koneksi.","3,4,1,2",1,MEDIUM
DISC-V2-056,DISC,TARGET_I,V13_10_DISC_I_NEW_024,"Saat sebuah rapat mulai terlalu formal dan peserta pasif, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka pertanyaan atau aktivitas ringan yang membuat peserta lebih aktif berbicara.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.","4,1,2,3",1,MEDIUM
DISC-V2-057,DISC,TARGET_I,V13_10_DISC_I_NEW_025,"Jika pelanggan ragu mengikuti program baru, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Menggali keraguan pelanggan lewat percakapan dan menjelaskan manfaat program dengan cara yang meyakinkan.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.","1,2,3,4",1,MEDIUM
DISC-V2-058,DISC,TARGET_I,V13_10_DISC_I_NEW_026,"Ketika diminta menjadi penghubung antarbagian yang jarang berkomunikasi, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Membangun hubungan antarbagian melalui komunikasi aktif dan membuat kedua pihak nyaman bertukar informasi.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.","2,3,4,1",1,MEDIUM
DISC-V2-059,DISC,TARGET_I,V13_10_DISC_I_NEW_027,"Saat sebuah ide mendapat respons antusias dari banyak orang, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Memanfaatkan antusiasme tersebut untuk mengajak orang berdiskusi lebih jauh dan mengembangkan ide bersama.","3,4,1,2",1,MEDIUM
DISC-V2-060,DISC,TARGET_I,V13_10_DISC_I_NEW_028,"Jika harus meyakinkan tim untuk mencoba pendekatan yang belum pernah digunakan, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Menjelaskan manfaat pendekatan baru dengan antusias, mengundang masukan, dan mengajak tim mencobanya.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.","4,1,2,3",1,MEDIUM
DISC-V2-061,DISC,TARGET_S,V13_10_DISC_S_NEW_033,"Saat perusahaan memperkenalkan prosedur baru, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Memahami perubahan terlebih dahulu dan membantu orang-orang menyesuaikan diri dengan prosedur baru secara bertahap.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.","1,2,3,4",1,MEDIUM
DISC-V2-062,DISC,TARGET_S,V13_10_DISC_S_NEW_034,"Jika pelanggan kecewa karena layanan tidak sesuai harapan, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan keluhan pelanggan dengan tenang dan membantu mencari penyelesaian yang membuat hubungan tetap baik.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.","2,3,4,1",1,MEDIUM
DISC-V2-063,DISC,TARGET_S,V13_10_DISC_S_NEW_035,"Ketika pekerjaan rutin harus dilakukan berulang setiap minggu, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menjalankan rutinitas secara konsisten sambil menjaga ritme kerja agar dapat dipertahankan dalam jangka panjang.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.","3,4,1,2",1,MEDIUM
DISC-V2-064,DISC,TARGET_S,V13_10_DISC_S_NEW_036,"Saat seorang rekan meminta bantuan memahami tugas yang belum pernah ia kerjakan, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendampinginya dengan sabar, menjelaskan langkah secara bertahap, dan memastikan ia merasa cukup nyaman untuk mencoba.","4,1,2,3",1,MEDIUM
DISC-V2-065,DISC,TARGET_S,V13_10_DISC_S_NEW_037,"Jika terjadi perubahan pimpinan di tengah proyek, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Membantu tim melewati perubahan secara tenang dengan menjaga komunikasi dan ritme kerja tetap stabil.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.","1,2,3,4",1,MEDIUM
DISC-V2-066,DISC,TARGET_S,V13_10_DISC_S_NEW_038,"Ketika seorang pelanggan lama meminta bantuan di luar proses biasa, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan kebutuhan pelanggan dan mencari solusi yang tetap nyaman bagi pelanggan maupun tim.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.","2,3,4,1",1,MEDIUM
DISC-V2-067,DISC,TARGET_S,V13_10_DISC_S_NEW_039,"Jika sebuah tim harus bekerja dengan anggota yang memiliki ritme berbeda-beda, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mencari ritme kerja yang dapat mengakomodasi perbedaan sehingga semua anggota dapat bekerja konsisten.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.","3,4,1,2",1,MEDIUM
DISC-V2-068,DISC,TARGET_S,V13_10_DISC_S_NEW_040,"Saat rekan kerja menerima kritik keras dari atasan, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan rekan tersebut setelah kritik dan membantu menjaga agar ia dapat memproses masukan tanpa kehilangan kepercayaan diri.","4,1,2,3",1,MEDIUM
DISC-V2-069,DISC,TARGET_S,V13_10_DISC_S_NEW_041,"Jika proyek harus berpindah tangan dari satu tim ke tim lain, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Membantu proses serah terima berlangsung bertahap dan memastikan tim penerima memahami apa yang perlu dilanjutkan.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.","1,2,3,4",1,MEDIUM
DISC-V2-070,DISC,TARGET_S,V13_10_DISC_S_NEW_042,"Ketika tim mulai lelah menjelang akhir proyek, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Membantu tim mengatur kembali ritme kerja, memberi ruang untuk pemulihan, dan menjaga kerja sama tetap stabil sampai selesai.||Memeriksa informasi, kriteria, dan detail yang relevan agar keputusan dapat dibuat secara akurat.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.","2,3,4,1",1,MEDIUM
DISC-V2-071,DISC,TARGET_C,V13_10_DISC_C_NEW_047,"Saat menyusun anggaran untuk kegiatan baru, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Menyusun asumsi, memeriksa angka, dan membandingkan beberapa pilihan berdasarkan kriteria yang jelas.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.","3,4,1,2",1,MEDIUM
DISC-V2-072,DISC,TARGET_C,V13_10_DISC_C_NEW_048,"Jika data pelanggan memiliki beberapa format penulisan yang berbeda, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menetapkan format standar, membersihkan data secara konsisten, dan memeriksa hasil setelah penyelarasan.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.","4,1,2,3",1,MEDIUM
DISC-V2-073,DISC,TARGET_C,V13_10_DISC_C_NEW_049,"Ketika sebuah prosedur kerja dianggap terlalu rumit oleh tim, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Mengurai langkah yang tidak perlu, menilai tujuan tiap tahap, lalu menyederhanakan prosedur tanpa mengurangi kontrol penting.","1,2,3,4",1,MEDIUM
DISC-V2-074,DISC,TARGET_C,V13_10_DISC_C_NEW_050,"Saat memilih vendor untuk pekerjaan yang penting, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Membandingkan vendor berdasarkan kriteria, bukti kemampuan, risiko, dan kesesuaian dengan kebutuhan pekerjaan.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.","2,3,4,1",1,MEDIUM
DISC-V2-075,DISC,TARGET_C,V13_10_DISC_C_NEW_051,"Jika hasil audit menemukan beberapa penyimpangan kecil, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memeriksa temuan terhadap standar, menentukan penyebabnya, dan memastikan tindakan koreksi dapat diverifikasi.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.","3,4,1,2",1,MEDIUM
DISC-V2-076,DISC,TARGET_C,V13_10_DISC_C_NEW_052,"Ketika sebuah keputusan akan berdampak pada proses selama setahun ke depan, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Membandingkan dampak jangka panjang, asumsi, dan risiko setiap pilihan sebelum menetapkan keputusan.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.","4,1,2,3",1,MEDIUM
DISC-V2-077,DISC,TARGET_C,V13_10_DISC_C_NEW_053,"Jika sebuah laporan perlu dikirim ke banyak pihak, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Memastikan angka, format, sumber, dan informasi penting konsisten sebelum laporan dikirim.","1,2,3,4",1,MEDIUM
DISC-V2-078,DISC,TARGET_C,V13_10_DISC_C_NEW_054,"Saat menemukan informasi yang belum lengkap dalam proposal, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Mengidentifikasi informasi yang hilang, menentukan sumbernya, dan melengkapinya sebelum proposal dinilai final.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.","2,3,4,1",1,MEDIUM
DISC-V2-079,DISC,TARGET_C,V13_10_DISC_C_NEW_055,"Ketika sebuah hasil kerja perlu memenuhi standar kualitas yang ketat, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.||Membandingkan hasil dengan standar, memeriksa titik yang berisiko gagal, dan memastikan bukti kualitas tersedia.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.","3,4,1,2",1,MEDIUM
DISC-V2-080,DISC,TARGET_C,V13_10_DISC_C_NEW_056,"Jika kamu diminta menjelaskan mengapa sebuah keputusan dibuat, kamu paling mungkin...",SCENARIO,SINGLE_CHOICE_4,"Menjelaskan dasar keputusan dengan data, kriteria, dan pertimbangan yang dapat ditelusuri.||Menetapkan prioritas yang paling berdampak, menentukan langkah utama, lalu mendorong pelaksanaannya.||Membuka komunikasi secara aktif, mengajak pihak terkait terlibat, dan menjaga energi positif agar situasi dapat bergerak maju.||Mendengarkan pihak yang terlibat, mempertimbangkan kebutuhan mereka, dan membantu penyesuaian berlangsung secara tenang dan bertahap.","4,1,2,3",1,MEDIUM
